Compartment,Antimicrobial,Amount,Units,Geolocation,Country,Year,Source
Tissue,Oxytetracycline,231±0.08,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,224±0.07,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,256±0.05,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,212±0.034,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,234±0.075,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,226±0.032,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,196±0.065,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,183±0.021,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,192±0.031,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,175±0.021,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,189±0.010,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,194±0.031,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,265±0.015,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,247±0.021,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,258±0.011,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,231±0.09,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,227±0.066,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,218±0.050,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,241±0.044,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,235±0.005,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,224±0.002,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,267±0.016,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,252±0.014,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,249±0.002,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,232±0.012,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,241±0.022,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,223±0.001,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,265±0.013,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,274±0.001,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,248±0.014,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,233±0.010,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,241±0.070,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,257±0.107,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,287±0.032,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,276±0.064,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,295±0.062,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,237±0.054,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,241±0.027,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,255±0.069,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,225±0.063,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,246±0.037,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,251±0.057,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,237±0.029,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,223±0.031,ppb,Hamadan Province, Iran,2016,1
Tissue,Oxytetracycline,226±0.125,ppb,Hamadan Province, Iran,2016,1
Aquatic,Oxytetracycline,920 ± 20,mg/L,Hebei Province, China,2004,2
Aquatic,Oxytetracycline,19.5 ± 2.9,mg/L,Hebei Province, China,2004,2
Sediment,Oxytetracycline,"4,363 ± 520",mg/kg,Hebei Province, China,2004,2
Sediment,Oxytetracycline,"3,763 ± 353",mg/kg,Hebei Province, China,2004,2
Aquatic,Oxytetracycline,712 ± 95,ug/L,Hebei Province, China,2004,2
Aquatic,Oxytetracycline,689 ± 71,ug/L,Hebei Province, China,2005,2
Aquatic,Oxytetracycline,523 ± 74,ug/L,Hebei Province, China,2005,2
Aquatic,Oxytetracycline,612 ± 88,ug/L,Hebei Province, China,2004,2
Aquatic,Oxytetracycline,531 ± 46,ug/L,Hebei Province, China,2005,2
Aquatic,Oxytetracycline,371 ± 34,ug/L,Hebei Province, China,2005,2
Aquatic,Oxytetracycline,484 ± 50,ug/L,Hebei Province, China,2004,2
Aquatic,Oxytetracycline,411 ± 97,ug/L,Hebei Province, China,2005,2
Aquatic,Oxytetracycline,235 ± 55,ug/L,Hebei Province, China,2005,2
Sediment,Oxytetracycline,236 ± 54,mg/kg,Hebei Province, China,2004,2
Sediment,Oxytetracycline,262 ± 71,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,171 ± 53,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,197 ± 58,mg/kg,Hebei Province, China,2004,2
Sediment,Oxytetracycline,262 ± 71,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,171 ± 53,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,197 ± 58,mg/kg,Hebei Province, China,2004,2
Sediment,Oxytetracycline,240 ± 63,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,166 ± 45,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,212 ± 60,mg/kg,Hebei Province, China,2004,2
Sediment,Oxytetracycline,201 ± 62,mg/kg,Hebei Province, China,2005,2
Sediment,Oxytetracycline,139 ± 45,mg/kg,Hebei Province, China,2005,2
Aquatic,Oxytetracycline,0.0954,mg/L,Colorado, United States,2003,3
Aquatic,Oxytetracycline,0.1152,mg/L,Colorado, United States,2003,3
Aquatic,Oxytetracycline,0.9815,mg/L,Colorado, United States,2004,3
Aquatic,Oxytetracycline,0.9367,mg/L,Colorado, United States,2004,3
Aquatic,Oxytetracycline,2.0737,mg/L,Colorado, United States,2004,3
Aquatic,Oxytetracycline,2.0628,mg/L,Colorado, United States,2004,3
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,5.7±1.1×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,7.5±0.9×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,8.1±1.8×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,2.1±0.1×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,4.0±0.2×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,4.1±0.1×10^3,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Sediment,Oxytetracycline,6.2±0.7×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,4.9±0.7×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.4±0.2×10^6,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.2±0.3×10^6,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.0±0.4×10^5 ,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.7±0.3×10^5,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,1.4±0.2×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,4.1±0.3×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.1±0.3×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,3.2±0.3×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,3.8±0.5×10^5,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,3.4±0.5×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.0±0.3×10^5,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,2.1±0.3×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,3.9±0.4×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,4.8±0.6×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,1.8±0.3×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,1.7±0.3×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,4.2±0.3×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,6.1±0.4×10^3,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,1.1±1.1×10^4,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Sediment,Oxytetracycline,0,ng/kg,Tianjin, China,2009,4
Aquatic,Oxytetracycline,2.8±0.7×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,3.2±0.5×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,1.1±0.4×10^4,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,4.6±0.7×10^3,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,5.6±0.2×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,3.7±0.1×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,8.1±0.5×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,3.1±0.3×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,1.1±0.7×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,2.1±0.4×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,4.2±0.4×10^3,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,1.5±0.3×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,1.7±0.3×10^3,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,9.1±0.4×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,2.1±0.5×10^2,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,1.0±0.1×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,8.4±0.3×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,3.6±0.5×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,4.0±0.1×10^1,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,0,ng/L,Tianjin, China,2009,4
Aquatic,Oxytetracycline,8.7±0.5×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,7.2±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,5.5±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,5.1±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,3.4±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,1.5±0.7×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,8.2±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,3.7±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,3.2±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,2.0±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,3.9±0.4×10^3,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,3.5±0.2×10^3,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,2.9±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,2.7±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,2.0±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,1.8±0.3×10^3,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,1.3±0.3×10^3,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,1.0±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,9.7±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,9.3±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,2.7±0.5×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,1.2±0.5×10^2,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,6.0±0.1×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,2.6±0.1×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,1.1±0.1×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,9.1±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,6.3±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,4.9±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,4.4±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,3.2±0.5×10^1,ng/L,Tianjin, China,2010,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,5.6±0.8×10^3,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,6.1±0.9×10^3,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,2.0±0.2×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,3.2±0.1×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Sediment,TETRACYCLINE,2.4±0.4×10^4,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,1.2±0.2×10^6,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,1.0±0.2×10^6,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,5.7±0.6×10^3,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,2.4±0.3×10^5,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,1.9±0.3×10^4,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,9.2±1.1×10^4,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,8.0±0.9×10^3,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,7.8±0.4×10^3,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,7.0±0.7×10^3,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Sediment,TETRACYCLINE,0,ng/kg,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,9.0±0.7×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,9.0±0.7×10^3,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,1.6±0.4×10^3,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,3.0±0.2×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,1.6±0.4×10^3,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,8.8±0.2×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,3.5±0.1×10^2,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,3.1±0.4×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,2.3±0.1×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,3.0±0.1×10^1,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2009,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,0,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,3.7±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,3.2±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,2.0±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,3.9±0.4×10^3,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,3.5±0.2×10^3,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,2.9±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,2.7±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,2.0±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,1.8±0.3×10^3,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,1.3±0.3×10^3,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,1.0±0.3×10^2,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,9.7±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,9.3±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,2.7±0.5×10^2,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,1.2±0.5×10^2,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,6.0±0.1×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,2.6±0.1×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,1.1±0.1×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,9.1±0.3×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,6.3±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,4.9±0.4×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,4.4±0.2×10^1,ng/L,Tianjin, China,2010,4
Aquatic,TETRACYCLINE,3.2±0.5×10^1,ng/L,Tianjin, China,2010,4
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,16.25,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,84.54,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,15.61,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,40.01,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,51.01,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,44.02,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,37.89,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,32.83,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,14.83,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,13.61,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,19.15,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,36.81,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,12.99,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,6.72,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,2.34,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,13.77,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,10.39,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,4.57,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,12.24,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,4.48,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,3.4,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,6.96,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,3.44,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,0,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,7.9,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,3.65,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,13.28,ng/L,Jiangsu, China,2009,5
Aquatic,Oxytetracycline,1.15,ng/L,Jiangsu, China,2009,5
Aquatic,CHLORTETRACYCLINE,150,ng/L,Georgia,USA,2001,6
Aquatic,Oxytetracycline,340,ng/L,Georgia,USA,2001,6
Aquatic,Oxytetracycline,70,ng/L,Kansas,USA,2001,6
Aquatic,Oxytetracycline,134,ng/L,Kansas,USA,2001,6
Aquatic,Tetracycline,110,ng/L,Georgia,USA,2001,6
Aquatic,Oxytetracycline,19.2,ng/L,Lombardy,Italy,2003,6
Aquatic,Oxytetracycline,14.35,ng/L,Lombardy,Italy,2003,6
Aquatic,Oxytetracycline,4.5,ng/L,Lombardy,Italy,2003,6
Aquatic,Oxytetracycline,0.19,ng/L,Lombardy,Italy,2003,6
Aquatic,Oxytetracycline,180,ng/L,Colorado,USA,2007,6
Aquatic,Oxytetracycline,2.2,ng/L,,China,2009,6
Aquatic,Oxytetracycline,3,ng/L,,Luxembourg,2009,6
Aquatic,Oxytetracycline,312,ng/L,,China,2009,6
Aquatic,Oxytetracycline,204,ng/L,,China,2009,6
Aquatic,Oxytetracycline,72,ng/L,,China,2009,6
Aquatic,Oxytetracycline,24,ng/L,,China,2009,6
Aquatic,Oxytetracycline,21,ng/L,,China,2009,6
Aquatic,Oxytetracycline,21,ng/L,,China,2009,6
Aquatic,Oxytetracycline,20,ng/L,,China,2009,6
Aquatic,Oxytetracycline,19,ng/L,,China,2009,6
