Compartment,Antimicrobial,Amount,Units,Geolocation,Country,Year,Source
Aquatic,Oxytetracycline,2700,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,780,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,73,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,7,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,4,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1000,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2200,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1200,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1100,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,660,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,25,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,5,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,340,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,280,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,90,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,270,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,330,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,18,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2.4,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3.6,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,23,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,25,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,11,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,45,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,40,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.8,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2.8,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.5,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,4.1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,5.1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,5.1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,53,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,61,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.3,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,4.7,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2.3,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.9,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.4,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,25,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,21,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0.6,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.3,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2.3,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,26,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,23,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.8,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,61,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,6900,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1900,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,900,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,220,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,5,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,9,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3600,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1300,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,650,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,140,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3.1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,900,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,22,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,500,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1600,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,220,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,10,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,10,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2500,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1400,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,150,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0.2,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,32,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,34,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0.7,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,240,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,5,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,330,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,210,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,250,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,220,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,18,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,58,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,41,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,44,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,43,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1.3,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2.8,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,7.6,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3.8,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3.4,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,3.5,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0.6,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,1,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,2,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,0,ug/L,Chubu, Japan,2017,17
Aquatic,Oxytetracycline,4.59,ng/L,Hong Kong, China,2021,18
Aquatic,Oxytetracycline,3.02,ng/L,Hong Kong, China,2021,18
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,1.3,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,3.8,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,4.5,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,4.5,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,4.2,ug/g,Galway, Ireland,1996,19
Sediment,Oxytetracycline,0,ug/g,Galway, Ireland,1996,19
Aquatic,Oxytetracycline,0,ng/L,Hebei Province, China,2007,20
Aquatic,Oxytetracycline,0,ng/L,Hebei Province, China,2008,20
Aquatic,Oxytetracycline,0,ng/L,Hebei Province, China,2008,20
Aquatic,Oxytetracycline,0,ng/L,Hebei Province, China,2008,20
Aquatic,Oxytetracycline,143.5,ng/L,Hebei Province, China,2008,20
Aquatic,Oxytetracycline,93,ng/L,Hebei Province, China,2008,20
Aquatic,Oxytetracycline,0,ng/L,Hebei Province, China,2009,20
Aquatic,Oxytetracycline,39,ng/L,Hebei Province, China,2009,20
Aquatic,Oxytetracycline,27.17,ng/L,Hebei Province, China,2009,20
Aquatic,Oxytetracycline,22.36,ng/L,Hebei Province, China,2009,20
Aquatic,Oxytetracycline,40,ng/L,Hebei Province, China,2009,20
Aquatic,Oxytetracycline,97433.8,ng/L,Hebei Province, China,2010,20
Aquatic,Oxytetracycline,7.77,ng/L,Hebei Province, China,2010,20
Aquatic,Oxytetracycline,10.5,ng/L,Hebei Province, China,2010,20
Sediment,Oxytetracycline,2.91,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,422,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,2.15,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,5.35,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,0,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,6.03,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,0,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,2.85,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,48.5,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,91.6,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,1.89,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,3.21,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,6.01,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,1.48,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,2.4,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,3918.9,ng/g,Hebei Province, China,2008,20
Sediment,Oxytetracycline,91.3,ng/g,Hebei Province, China,2009,20
Sediment,Oxytetracycline,2.26,ng/g,Hebei Province, China,2009,20
Sediment,Oxytetracycline,24.2,ng/g,Hebei Province, China,2009,20
Sediment,Oxytetracycline,15.66,ng/g,Hebei Province, China,2009,20
Sediment,Oxytetracycline,18.25,ng/g,Hebei Province, China,2009,20
Sediment,Oxytetracycline,19.7,ng/g,Hebei Province, China,2009,20
Sediment,Oxytetracycline,89.4,ng/g,Hebei Province, China,2010,20
Sediment,Oxytetracycline,110.1,ng/g,Hebei Province, China,2010,20
Sediment,Oxytetracycline,36148.3,ng/g,Hebei Province, China,2013,20
Sediment,Oxytetracycline,0.26,ng/g,Hunan Province, China,2015,21
Sediment,Oxytetracycline,42.77,ng/g,Hunan Province, China,2015,21
Sediment,Oxytetracycline,18.4,ng/g,Hunan Province, China,2015,21
Sediment,Oxytetracycline,0.72,ng/g,Hebei Province, China,2015,21
Sediment,Oxytetracycline,74.73,ng/g,Hebei Province, China,2015,21
Sediment,Oxytetracycline,37.96,ng/g,Hebei Province, China,2015,21
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,2.8,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,1.5,ug/kg,Yunnan, China,2010,22
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Tissue,Oxytetracycline,0,ng/g,Hunan Province, China,2016,23
Aquatic,Oxytetracycline,0,ng/L,Jilin Province, China,2015,24
Aquatic,Oxytetracycline,835.1,ng/L,Jilin Province, China,2015,24
Aquatic,Oxytetracycline,174.9,ng/L,Jilin Province, China,2015,24
Sediment,Oxytetracycline,0,ng/L,Jilin Province, China,2015,24
Sediment,Oxytetracycline,425.4,ng/L,Jilin Province, China,2015,24
Sediment,Oxytetracycline,149.5,ng/L,Jilin Province, China,2015,24
Sediment,Oxytetracycline,285,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,189,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,26,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,9.9,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,4.3,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,2.4,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,2,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,2,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,0.1,ug/g,Galway, Ireland,1992,25
Sediment,Oxytetracycline,0.4,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,246.3,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,8.9,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,17.5,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,8.3,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.8,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.1,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.5,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,2,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.9,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,2.4,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,4.2,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.4,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.5,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,2,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.1,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.2,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.8,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0,ug/kg,Veneto, Italy,2001,26
Sediment,Oxytetracycline,0.9,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.2,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,9,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,9,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.7,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,1,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.9,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.4,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.4,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.2,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.8,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,1.2,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,1,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,1.7,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0.5,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,1.5,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Sediment,Oxytetracycline,0,ug/g,Washington, USA,1992,27
Tissue,Oxytetracycline,0.2,ug/g,Southwest Finland, Finland,1987,28
Tissue,Oxytetracycline,1.3,ug/g,Southwest Finland, Finland,1987,28
Tissue,Oxytetracycline,0.5,ug/g,Southwest Finland, Finland,1987,28
Tissue,Oxytetracycline,0.05,ug/g,Southwest Finland, Finland,1987,28
Tissue,Oxytetracycline,0.1,ug/g,Southwest Finland, Finland,1987,28
Tissue,Oxytetracycline,0.06,ug/g,Southwest Finland, Finland,1987,28
Tissue,Oxytetracycline,0.05,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,0.3,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,0.1,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,1,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,3.8,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,2,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,16,ug/g,Southwest Finland, Finland,1987,28
Sediment,Oxytetracycline,4.4,ug/g,Southwest Finland, Finland,1988,28
Sediment,Oxytetracycline,2,ug/g,Southwest Finland, Finland,1988,28
Aquatic,TETRACYCLINE,0,ng/L,Hong Kong,China,2016,30
Aquatic,TETRACYCLINE,31.5,ng/L,Hong Kong,China,2016,30
Sediment,TETRACYCLINE,0,ng/g,Hong Kong,China,2016,30
Sediment,TETRACYCLINE,9.8,ng/g,Hong Kong,China,2016,30
